Visitor Lga Name 1,Park Tourism Region,Park,last_yr,this_yr,percent_change
Whitehorse City,Mackay,Cape Palmerston National Park,0,5,100
Whitehorse City,Mackay,Eungella National Park,19,2,-89.47368421
Whitehorse City,Outback,Bladensburg National Park,3,4,33.33333333
Whitehorse City,Outback,Currawinya National Park,18,6,-66.66666667
Whitehorse City,Outback,Diamantina National Park,4,14,250
Whitehorse City,Outback,Hell Hole Gorge National Park,4,0,-100
Whitehorse City,Outback,Idalia National Park,3,0,-100
Whitehorse City,Outback,Moorrinya National Park,0,2,100
Whitehorse City,Outback,Porcupine Gorge National Park,20,8,-60
Whitehorse City,Outback,Welford National Park,4,0,-100
Whitehorse City,Sunshine Coast,Amamoor State Forest and Forest Reserve,0,2,100
Whitehorse City,Sunshine Coast,Beerburrum and Beerwah State Forests,4,12,200
Whitehorse City,Sunshine Coast,Conondale National Park,0,2,100
Whitehorse City,Sunshine Coast,Cooloola Great Walk,2,17,750
Whitehorse City,Sunshine Coast,Cooloola Recreation Area,22,15,-31.81818182
Whitehorse City,Sunshine Coast,Inskip Peninsula Recreation Area,23,51,121.7391304
Whitehorse City,Townsville,Abergowrie State Forest,8,2,-75
Whitehorse City,Townsville,Paluma Range National Park,20,4,-80
Whitehorse City,Tropical North Queensland,Boodjamulla (Lawn Hill) National Park,20,12,-40
Whitehorse City,Tropical North Queensland,Daintree National Park,18,0,-100
Whitehorse City,Tropical North Queensland,Daintree National Park (CYPAL),0,18,100
Whitehorse City,Tropical North Queensland,Danbulla National Park,9,19,111.1111111
Whitehorse City,Tropical North Queensland,Davies Creek National Park,20,2,-90
Whitehorse City,Tropical North Queensland,Girramay National Park,1,0,-100
Whitehorse City,Tropical North Queensland,Girringun National Park,21,0,-100
Whitehorse City,Tropical North Queensland,Heathlands Resources Reserve,2,0,-100
Whitehorse City,Tropical North Queensland,"Hinchinbrook Island NP, Thorsborne Trail",0,49,100
Whitehorse City,Tropical North Queensland,Jardine River National Park,32,18,-43.75
Whitehorse City,Tropical North Queensland,Kutini-Payamu (Iron Range) National Park (CYPAL),12,8,-33.33333333
Whitehorse City,Tropical North Queensland,Rinyirru (Lakefield) National Park (CYPAL),4,8,100
Whitehorse City,Tropical North Queensland,Speewah Conservation Park,0,14,100
Whitehorse City,Tropical North Queensland,Tully Gorge National Park,2,0,-100
Whitehorse City,Tropical North Queensland,Wooroonooran National Park,11,8,-27.27272727
Whitehorse City,Whitsundays,Conway National Park,2,0,-100
Whitehorse City,Whitsundays,Whitsunday Islands National Park,22,24,9.090909091
Whitsunday Regional,Central Queensland,Blackdown Tableland National Park,3,6,100
Whitsunday Regional,Central Queensland,Byfield State Forest,0,8,100
Whitsunday Regional,Central Queensland,Eurimbula National Park,2,0,-100
Whitsunday Regional,Central Queensland,Kroombit Tops National Park,0,8,100
Whitsunday Regional,Darling Downs,Bunya Mountains National Park,4,0,-100
Whitsunday Regional,Fraser Coast,K'gari (Fraser Island) Recreation Area,122,152,24.59016393
Whitsunday Regional,Fraser Coast,Tuan State Forest,58,10,-82.75862069
Whitsunday Regional,"Launceston, Tamar and the North",Imbil State Forest,2,0,-100
Whitsunday Regional,Mackay,Cape Hillsborough National Park,10,11,10
Whitsunday Regional,Mackay,Cape Palmerston National Park,7,7,0
Whitsunday Regional,Mackay,Cathu State Forest,14,2,-85.71428571
Whitsunday Regional,Mackay,Crediton State Forest,0,4,100
Whitsunday Regional,Mackay,Eungella National Park,2,14,600
Whitsunday Regional,Outback,Moorrinya National Park,8,2,-75
Whitsunday Regional,Outback,Porcupine Gorge National Park,29,39,34.48275862
Whitsunday Regional,Outback,Welford National Park,0,4,100
Whitsunday Regional,Sunshine Coast,Amamoor State Forest and Forest Reserve,87,6,-93.10344828
Whitsunday Regional,Sunshine Coast,Cooloola Recreation Area,4,60,1400
Whitsunday Regional,Sunshine Coast,Inskip Peninsula Recreation Area,192,3,-98.4375
Whitsunday Regional,Townsville,Abergowrie State Forest,135,71,-47.40740741
Whitsunday Regional,Townsville,Bowling Green Bay National Park,14,17,21.42857143
Whitsunday Regional,Townsville,Dalrymple National Park,27,1,-96.2962963
Whitsunday Regional,Townsville,Paluma Range National Park,115,67,-41.73913043
Whitsunday Regional,Townsville,White Mountains National Park,2,2,0
Whitsunday Regional,Tropical North Queensland,Boodjamulla (Lawn Hill) National Park,2,0,-100
Whitsunday Regional,Tropical North Queensland,Cape Melville National Park (CYPAL),0,33,100
Whitsunday Regional,Tropical North Queensland,Daintree National Park,2,0,-100
Whitsunday Regional,Tropical North Queensland,Danbulla National Park,66,120,81.81818182
Whitsunday Regional,Tropical North Queensland,Davies Creek National Park,2,0,-100
Whitsunday Regional,Tropical North Queensland,Dinden National Park,2,1,-50
Whitsunday Regional,Tropical North Queensland,Girramay National Park,36,19,-47.22222222
Whitsunday Regional,Tropical North Queensland,Girringun National Park,50,11,-78
Whitsunday Regional,Tropical North Queensland,Heathlands Resources Reserve,4,0,-100
Whitsunday Regional,Tropical North Queensland,Hinchinbrook Island National Park,3,14,366.6666667
Whitsunday Regional,Tropical North Queensland,"Hinchinbrook Island NP, Thorsborne Trail",0,6,100
Whitsunday Regional,Tropical North Queensland,Jardine River National Park,42,60,42.85714286
Whitsunday Regional,Tropical North Queensland,Koombooloomba National Park and Conservation Park,15,15,0
Whitsunday Regional,Tropical North Queensland,Kutini-Payamu (Iron Range) National Park (CYPAL),8,24,200
Whitsunday Regional,Tropical North Queensland,Rinyirru (Lakefield) National Park (CYPAL),5,1,-80
Whitsunday Regional,Tropical North Queensland,Russell River National Park,0,24,100
Whitsunday Regional,Tropical North Queensland,Tully Gorge National Park,12,0,-100
Whitsunday Regional,Tropical North Queensland,Wooroonooran National Park,6,0,-100
Whitsunday Regional,Tropical North Queensland,"Wooroonooran NP, Bartle Frere trail",0,2,100
Whitsunday Regional,Whitsundays,Conway Circuit,1,0,-100
Whitsunday Regional,Whitsundays,Conway National Park,0,2,100
Whitsunday Regional,Whitsundays,Gloucester Islands National Park,0,4,100
Whitsunday Regional,Whitsundays,Molle Islands National Park,0,12,100
Whitsunday Regional,Whitsundays,Whitsunday Islands National Park,12,6,-50
Whittlesea City,Brisbane,Bribie Island Recreation Area,9,0,-100
Whittlesea City,Bundaberg,Auburn River National Park,0,2,100
Whittlesea City,Central Queensland,Curtis Island National Park and Conservation Park,4,0,-100
Whittlesea City,Darling Downs,Girraween National Park,0,2,100
Whittlesea City,Fraser Coast,Burrum Coast National Park,0,2,100
Whittlesea City,Fraser Coast,K'gari (Fraser Island) Recreation Area,303,604,99.33993399
Whittlesea City,Outback,Lochern National Park,2,0,-100
Whittlesea City,Outback,Welford National Park,2,0,-100
Whittlesea City,Sunshine Coast,Amamoor State Forest and Forest Reserve,0,2,100
Whittlesea City,Sunshine Coast,Beerburrum and Beerwah State Forests,0,8,100
Whittlesea City,Sunshine Coast,Cooloola Recreation Area,0,30,100
Whittlesea City,Sunshine Coast,Inskip Peninsula Recreation Area,33,28,-15.15151515
Whittlesea City,Tropical North Queensland,Daintree National Park (CYPAL),0,4,100
Whittlesea City,Tropical North Queensland,Danbulla National Park,5,3,-40
Whittlesea City,Tropical North Queensland,Heathlands Resources Reserve,4,0,-100
Whittlesea City,Tropical North Queensland,Jardine River National Park,0,24,100
Whittlesea City,Tropical North Queensland,Kutini-Payamu (Iron Range) National Park (CYPAL),5,21,320
Whittlesea City,Tropical North Queensland,Rinyirru (Lakefield) National Park (CYPAL),6,18,200
Whittlesea City,Tropical North Queensland,Wooroonooran National Park,0,2,100
Whittlesea City,Whitsundays,Molle Islands National Park,0,8,100
Whittlesea City,Whitsundays,Whitsunday Islands National Park,0,3,100
Wingecarribee Shire Council,Brisbane,Bribie Island Recreation Area,5,11,120
Wingecarribee Shire Council,Brisbane,Main Range National Park,4,0,-100
Wingecarribee Shire Council,Central Queensland,Blackdown Tableland National Park,9,14,55.55555556
Wingecarribee Shire Council,Central Queensland,Byfield Conservation Park,4,0,-100
Wingecarribee Shire Council,Central Queensland,Byfield National Park,1,2,100
Wingecarribee Shire Council,Central Queensland,Byfield State Forest,8,9,12.5
Wingecarribee Shire Council,Central Queensland,Carnarvon Great Walk,10,1,-90
Wingecarribee Shire Council,Central Queensland,Carnarvon National Park,10,16,60
Wingecarribee Shire Council,Central Queensland,Deepwater National Park,64,10,-84.375
Wingecarribee Shire Council,Central Queensland,Eurimbula National Park,7,0,-100
Wingecarribee Shire Council,Central Queensland,Expedition National Park,2,2,0
Wingecarribee Shire Council,Central Queensland,Isla Gorge National Park,1,0,-100
Wingecarribee Shire Council,Central Queensland,Keppel Bay Islands National Park,20,0,-100
Wingecarribee Shire Council,Central Queensland,Nuga Nuga National Park,2,2,0
Wingecarribee Shire Council,Darling Downs,Bunya Mountains National Park,15,16,6.666666667
Wingecarribee Shire Council,Darling Downs,Crows Nest National Park,12,2,-83.33333333
Wingecarribee Shire Council,Darling Downs,Girraween National Park,16,6,-62.5
Wingecarribee Shire Council,Fraser Coast,Burrum Coast National Park,12,18,50
Wingecarribee Shire Council,Fraser Coast,K'gari (Fraser Island) Great Walk,4,8,100
Wingecarribee Shire Council,Fraser Coast,K'gari (Fraser Island) Recreation Area,"1,630",892,-45.27607362
Wingecarribee Shire Council,Fraser Coast,Tuan State Forest,11,0,-100
Wingecarribee Shire Council,Fraser Coast,Wongi State Forest,0,8,100
Wingecarribee Shire Council,Gold Coast,Gold Coast Hinterland Great Walk,1,0,-100
Wingecarribee Shire Council,Gold Coast,Lamington National Park,0,2,100
Wingecarribee Shire Council,Gold Coast,Springbrook National Park,6,16,166.6666667
Wingecarribee Shire Council,"Launceston, Tamar and the North",Brooyar State Forest,4,10,150
Wingecarribee Shire Council,"Launceston, Tamar and the North",Imbil State Forest,6,4,-33.33333333
Wingecarribee Shire Council,"Launceston, Tamar and the North",Jimna State Forest,2,4,100
Wingecarribee Shire Council,Mackay,Cape Hillsborough National Park,6,8,33.33333333
Wingecarribee Shire Council,Mackay,Cape Palmerston National Park,10,0,-100
Wingecarribee Shire Council,Mackay,Cathu State Forest,2,0,-100
Wingecarribee Shire Council,Mackay,Crediton State Forest,0,1,100
Wingecarribee Shire Council,Mackay,Eungella National Park,10,12,20
Wingecarribee Shire Council,Outback,Bladensburg National Park,8,0,-100
Wingecarribee Shire Council,Outback,Currawinya National Park,4,12,200
Wingecarribee Shire Council,Outback,Diamantina National Park,0,2,100
Wingecarribee Shire Council,Outback,Forest Den National Park,2,0,-100
Wingecarribee Shire Council,Outback,Idalia National Park,0,2,100
Wingecarribee Shire Council,Outback,Lochern National Park,4,0,-100
Wingecarribee Shire Council,Outback,Moorrinya National Park,2,0,-100
Wingecarribee Shire Council,Outback,Munga-Thirri National Park,0,20,100
Wingecarribee Shire Council,Outback,Porcupine Gorge National Park,34,27,-20.58823529
Wingecarribee Shire Council,Outback,Welford National Park,2,0,-100
Wingecarribee Shire Council,Sunshine Coast,Amamoor State Forest and Forest Reserve,0,7,100
Wingecarribee Shire Council,Sunshine Coast,Beerburrum and Beerwah State Forests,16,21,31.25
Wingecarribee Shire Council,Sunshine Coast,Conondale National Park,16,6,-62.5
Wingecarribee Shire Council,Sunshine Coast,Cooloola Great Walk,0,8,100
Wingecarribee Shire Council,Sunshine Coast,Cooloola Recreation Area,99,80,-19.19191919
Wingecarribee Shire Council,Sunshine Coast,Inskip Peninsula Recreation Area,114,139,21.92982456
Wingecarribee Shire Council,Townsville,Abergowrie State Forest,0,5,100
Wingecarribee Shire Council,Townsville,Paluma Range National Park,17,27,58.82352941
Wingecarribee Shire Council,Townsville,White Mountains National Park,0,2,100
Wingecarribee Shire Council,Tropical North Queensland,Boodjamulla (Lawn Hill) National Park,38,10,-73.68421053
Wingecarribee Shire Council,Tropical North Queensland,Canyon Resources Reserve,1,0,-100
Wingecarribee Shire Council,Tropical North Queensland,Cape Melville National Park (CYPAL),32,23,-28.125
Wingecarribee Shire Council,Tropical North Queensland,Daintree National Park,4,0,-100
Wingecarribee Shire Council,Tropical North Queensland,Daintree National Park (CYPAL),0,20,100
Wingecarribee Shire Council,Tropical North Queensland,Danbulla National Park,26,14,-46.15384615
Wingecarribee Shire Council,Tropical North Queensland,Dinden National Park,0,1,100
Wingecarribee Shire Council,Tropical North Queensland,Girramay National Park,9,9,0
Wingecarribee Shire Council,Tropical North Queensland,Girringun National Park,4,13,225
Wingecarribee Shire Council,Tropical North Queensland,Heathlands Resources Reserve,2,0,-100
Wingecarribee Shire Council,Tropical North Queensland,Jardine River National Park,35,36,2.857142857
Wingecarribee Shire Council,Tropical North Queensland,Kutini-Payamu (Iron Range) National Park (CYPAL),15,38,153.3333333
Wingecarribee Shire Council,Tropical North Queensland,Misty Mountains Wilderness Tracks,0,1,100
Wingecarribee Shire Council,Tropical North Queensland,Rinyirru (Lakefield) National Park (CYPAL),24,21,-12.5
Wingecarribee Shire Council,Tropical North Queensland,Russell River National Park,8,0,-100
Wingecarribee Shire Council,Tropical North Queensland,Speewah Conservation Park,4,0,-100
Wingecarribee Shire Council,Tropical North Queensland,Tully Gorge National Park,8,0,-100
Wingecarribee Shire Council,Tropical North Queensland,Wooroonooran National Park,2,12,500
Wingecarribee Shire Council,Whitsundays,Molle Islands National Park,4,0,-100
Wingecarribee Shire Council,Whitsundays,Whitsunday Islands National Park,39,23,-41.02564103
Winton Shire,Central Queensland,Deepwater National Park,2,0,-100
Winton Shire,Central Queensland,Eurimbula National Park,4,0,-100
Winton Shire,Darling Downs,Girraween National Park,0,4,100
Winton Shire,Fraser Coast,Burrum Coast National Park,0,25,100
Winton Shire,Mackay,Crediton State Forest,0,6,100
Winton Shire,Outback,Moorrinya National Park,0,6,100
Winton Shire,Outback,Porcupine Gorge National Park,24,21,-12.5
Winton Shire,Sunshine Coast,Amamoor State Forest and Forest Reserve,0,5,100
Winton Shire,Sunshine Coast,Cooloola Recreation Area,4,0,-100
Winton Shire,Sunshine Coast,Inskip Peninsula Recreation Area,2,0,-100
Winton Shire,Townsville,Paluma Range National Park,0,5,100
Winton Shire,Tropical North Queensland,Daintree National Park,3,0,-100
Winton Shire,Tropical North Queensland,Danbulla National Park,32,5,-84.375
